# 10, 50, 500, 0.100000, 1.000000, 60
# sample: 0, rndSeed: 1
0: 0, 0, 0, 0
1: 0, 660, 0, 809
2: 0, 1536, 0, 2033
3: 0, 2436, 0, 3475
4: 0, 3372, 0, 5170
5: 0, 3936, 0, 6859
6: 0, 4368, 0, 8628
7: 0, 4728, 0, 10471
8: 0, 5088, 0, 12194
9: 0, 5268, 0, 13795
10: 0, 5376, 0, 15247
11: 0, 5448, 0, 16633
12: 0, 5532, 0, 17898
13: 0, 5568, 0, 18984
14: 0, 5616, 0, 20014
15: 0, 5652, 0, 20881
16: 0, 5676, 0, 21618
17: 12, 5700, 0, 22227
18: 12, 5700, 0, 22800
19: 12, 5700, 0, 23335
20: 12, 5724, 0, 23791
21: 12, 5760, 0, 24227
22: 12, 5772, 0, 24624
23: 12, 5772, 0, 24966
24: 12, 5808, 0, 25253
25: 12, 5820, 0, 25527
26: 12, 5832, 0, 25750
27: 12, 5832, 0, 25945
28: 12, 5844, 0, 26114
29: 12, 5868, 0, 26311
30: 12, 5880, 0, 26450
31: 12, 5880, 0, 26615
32: 12, 5880, 0, 26715
33: 12, 5892, 0, 26844
34: 12, 5904, 0, 26982
35: 12, 5904, 0, 27104
36: 12, 5904, 0, 27224
37: 12, 5904, 0, 27326
38: 12, 5904, 0, 27403
39: 12, 5904, 0, 27498
40: 12, 5904, 0, 27566
41: 12, 5904, 0, 27632
42: 12, 5904, 0, 27712
43: 12, 5904, 0, 27768
44: 12, 5904, 0, 27821
45: 12, 5904, 1, 27892
46: 12, 5904, 1, 27934
47: 12, 5904, 1, 27963
48: 12, 5904, 4, 28057
49: 12, 5904, 4, 28106
# sample: 1, rndSeed: 2
0: 0, 0, 0, 0
1: 0, 840, 0, 1006
2: 0, 1872, 0, 2406
3: 0, 2868, 0, 4181
4: 0, 3600, 0, 6056
5: 0, 4200, 0, 8019
6: 0, 4560, 0, 9822
7: 0, 4860, 0, 11537
8: 0, 5076, 0, 13207
9: 0, 5268, 0, 14785
10: 0, 5340, 0, 16164
11: 0, 5484, 0, 17457
12: 0, 5568, 0, 18572
13: 0, 5640, 0, 19644
14: 0, 5676, 0, 20642
15: 12, 5712, 0, 21537
16: 12, 5760, 0, 22272
17: 12, 5772, 0, 22838
18: 12, 5796, 0, 23408
19: 12, 5844, 0, 23973
20: 12, 5856, 0, 24441
21: 12, 5868, 0, 24859
22: 12, 5868, 0, 25248
23: 12, 5868, 0, 25530
24: 12, 5868, 0, 25775
25: 12, 5868, 0, 25998
26: 12, 5892, 0, 26243
27: 12, 5904, 0, 26403
28: 12, 5904, 0, 26564
29: 12, 5916, 0, 26819
30: 12, 5916, 0, 26975
31: 12, 5916, 0, 27092
32: 12, 5928, 0, 27232
33: 12, 5928, 0, 27345
34: 12, 5928, 0, 27434
35: 12, 5928, 0, 27551
36: 12, 5940, 0, 27656
37: 12, 5940, 0, 27732
38: 12, 5940, 0, 27823
39: 12, 5940, 0, 27917
40: 12, 5940, 1, 27993
41: 12, 5940, 1, 28044
42: 12, 5940, 5, 28123
43: 12, 5940, 11, 28187
44: 12, 5952, 14, 28247
45: 12, 5952, 16, 28294
46: 12, 5964, 23, 28393
47: 12, 5964, 25, 28437
48: 12, 5964, 31, 28485
49: 12, 5964, 34, 28512
# sample: 2, rndSeed: 3
0: 0, 0, 0, 0
1: 0, 960, 0, 1193
2: 0, 1944, 0, 2613
3: 0, 2760, 0, 4129
4: 0, 3408, 0, 5767
5: 0, 3996, 0, 7573
6: 0, 4464, 0, 9315
7: 0, 4752, 0, 10941
8: 0, 5004, 0, 12605
9: 0, 5208, 0, 14152
10: 0, 5352, 0, 15556
11: 0, 5460, 0, 16819
12: 0, 5520, 0, 17964
13: 0, 5580, 0, 18989
14: 0, 5640, 0, 19893
15: 0, 5664, 0, 20696
16: 0, 5676, 0, 21455
17: 12, 5700, 0, 22072
18: 12, 5736, 0, 22613
19: 12, 5736, 0, 23077
20: 12, 5736, 0, 23481
21: 12, 5760, 0, 23995
22: 12, 5772, 0, 24349
23: 12, 5796, 0, 24695
24: 12, 5808, 0, 24967
25: 12, 5808, 0, 25258
26: 12, 5856, 0, 25537
27: 12, 5868, 0, 25787
28: 12, 5892, 0, 26046
29: 12, 5892, 0, 26210
30: 12, 5892, 0, 26421
31: 12, 5904, 0, 26625
32: 12, 5928, 0, 26765
33: 12, 5928, 0, 26893
34: 12, 5928, 0, 27039
35: 12, 5928, 0, 27169
36: 12, 5928, 0, 27274
37: 12, 5928, 0, 27370
38: 12, 5928, 0, 27485
39: 12, 5940, 0, 27562
40: 12, 5940, 1, 27632
41: 12, 5952, 1, 27741
42: 12, 5952, 1, 27802
43: 12, 5952, 1, 27870
44: 12, 5952, 1, 27920
45: 12, 5952, 1, 27964
46: 12, 5952, 1, 28022
47: 12, 5952, 4, 28064
48: 12, 5952, 4, 28104
49: 12, 5964, 7, 28179
# sample: 3, rndSeed: 4
0: 0, 0, 0, 0
1: 0, 780, 0, 913
2: 0, 1692, 0, 2092
3: 0, 2532, 0, 3517
4: 0, 3252, 0, 5064
5: 0, 3792, 0, 6683
6: 0, 4260, 0, 8329
7: 0, 4608, 0, 10087
8: 0, 4896, 0, 11717
9: 0, 5160, 0, 13265
10: 0, 5328, 0, 14825
11: 0, 5400, 0, 16126
12: 0, 5520, 0, 17358
13: 0, 5592, 0, 18537
14: 0, 5628, 0, 19505
15: 0, 5676, 0, 20448
16: 12, 5700, 0, 21265
17: 12, 5748, 0, 22038
18: 12, 5760, 0, 22619
19: 12, 5784, 0, 23081
20: 12, 5808, 0, 23545
21: 12, 5808, 0, 23971
22: 12, 5820, 0, 24315
23: 12, 5832, 0, 24624
24: 12, 5844, 0, 24944
25: 12, 5880, 0, 25292
26: 12, 5892, 0, 25562
27: 12, 5892, 0, 25798
28: 12, 5904, 0, 26033
29: 12, 5940, 0, 26278
30: 12, 5940, 0, 26489
31: 12, 5940, 0, 26688
32: 12, 5940, 0, 26849
33: 12, 5964, 0, 27013
34: 12, 5964, 0, 27162
35: 12, 5964, 0, 27325
36: 12, 5964, 0, 27425
37: 12, 5964, 0, 27521
38: 12, 5976, 0, 27625
39: 12, 5976, 0, 27703
40: 12, 5976, 1, 27812
41: 12, 5976, 2, 27892
42: 12, 5976, 2, 27958
43: 12, 5976, 6, 28019
44: 12, 5976, 7, 28072
45: 12, 5976, 10, 28155
46: 12, 5976, 14, 28215
47: 12, 5976, 19, 28303
48: 12, 5976, 24, 28362
