# 10, 50, 500, 0.100000, 1.000000, 13
# sample: 0, rndSeed: 1
0: 0, 0, 0, 0
1: 0, 828, 0, 840
2: 0, 1692, 0, 1730
3: 0, 2616, 0, 2698
4: 0, 3600, 0, 3732
5: 0, 4104, 0, 4297
6: 0, 4392, 0, 4643
7: 0, 4728, 0, 5029
8: 0, 4992, 0, 5317
9: 0, 5196, 0, 5550
10: 0, 5304, 0, 5682
11: 0, 5376, 0, 5772
12: 0, 5412, 0, 5822
13: 0, 5520, 0, 5935
14: 0, 5568, 0, 5989
15: 0, 5604, 0, 6029
16: 0, 5652, 0, 6083
17: 0, 5688, 0, 6122
18: 12, 5712, 3, 6154
19: 12, 5712, 3, 6160
20: 12, 5724, 8, 6177
21: 12, 5736, 12, 6194
22: 12, 5772, 13, 6231
23: 12, 5796, 13, 6258
24: 12, 5796, 13, 6260
25: 12, 5796, 13, 6262
26: 12, 5808, 13, 6275
27: 12, 5820, 13, 6291
28: 12, 5832, 13, 6303
29: 12, 5844, 13, 6315
30: 12, 5844, 13, 6316
31: 12, 5844, 13, 6316
32: 12, 5868, 13, 6342
33: 12, 5868, 13, 6343
34: 12, 5880, 13, 6356
35: 12, 5880, 13, 6356
36: 12, 5892, 13, 6369
37: 12, 5892, 13, 6370
38: 12, 5892, 13, 6374
39: 12, 5892, 13, 6374
40: 12, 5904, 13, 6388
41: 12, 5928, 13, 6412
42: 12, 5928, 13, 6412
43: 12, 5928, 13, 6412
44: 12, 5928, 13, 6412
45: 12, 5940, 13, 6426
46: 12, 5940, 13, 6428
47: 12, 5940, 13, 6428
48: 12, 5940, 13, 6429
49: 12, 5940, 13, 6429
# sample: 1, rndSeed: 2
0: 0, 0, 0, 0
1: 0, 696, 0, 709
2: 0, 1752, 0, 1786
3: 0, 2736, 0, 2814
4: 0, 3612, 0, 3750
5: 0, 4092, 0, 4293
6: 0, 4548, 0, 4796
7: 0, 4800, 0, 5086
8: 0, 5040, 0, 5364
9: 0, 5256, 0, 5611
10: 0, 5376, 0, 5760
11: 0, 5436, 0, 5839
12: 0, 5496, 0, 5915
13: 0, 5616, 0, 6048
14: 0, 5628, 0, 6069
15: 0, 5664, 0, 6108
16: 12, 5700, 2, 6148
17: 12, 5736, 11, 6188
18: 12, 5772, 13, 6225
19: 12, 5772, 13, 6230
20: 12, 5784, 13, 6246
21: 12, 5796, 13, 6262
22: 12, 5820, 13, 6290
23: 12, 5820, 13, 6291
24: 12, 5820, 13, 6294
25: 12, 5844, 13, 6319
26: 12, 5844, 13, 6321
27: 12, 5892, 13, 6372
28: 12, 5892, 13, 6375
29: 12, 5904, 13, 6389
30: 12, 5928, 13, 6413
31: 12, 5928, 13, 6415
32: 12, 5928, 13, 6415
33: 12, 5928, 13, 6416
34: 12, 5940, 13, 6428
35: 12, 5940, 13, 6429
36: 12, 5952, 13, 6441
37: 12, 5964, 13, 6455
38: 12, 5964, 13, 6457
39: 12, 5964, 13, 6457
40: 12, 5964, 13, 6457
41: 12, 5964, 13, 6457
42: 12, 5964, 13, 6458
43: 12, 5964, 13, 6458
44: 12, 5964, 13, 6458
45: 12, 5964, 13, 6458
46: 12, 5964, 13, 6458
47: 12, 5964, 13, 6458
48: 12, 5964, 13, 6458
49: 12, 5964, 13, 6458
# sample: 2, rndSeed: 3
0: 0, 0, 0, 0
1: 0, 888, 0, 901
2: 0, 1836, 0, 1879
3: 0, 2664, 0, 2751
4: 0, 3360, 0, 3504
5: 0, 3924, 0, 4130
6: 0, 4416, 0, 4680
7: 0, 4740, 0, 5043
8: 0, 4980, 0, 5325
9: 0, 5124, 0, 5489
10: 0, 5268, 0, 5653
11: 0, 5400, 0, 5798
12: 0, 5496, 0, 5907
13: 0, 5640, 0, 6058
14: 12, 5700, 0, 6130
15: 12, 5736, 8, 6171
16: 12, 5748, 10, 6190
17: 12, 5760, 12, 6213
18: 12, 5760, 13, 6216
19: 12, 5784, 13, 6242
20: 12, 5808, 13, 6269
21: 12, 5808, 13, 6272
22: 12, 5832, 13, 6298
23: 12, 5844, 13, 6314
24: 12, 5856, 13, 6328
25: 12, 5856, 13, 6328
26: 12, 5856, 13, 6328
27: 12, 5880, 13, 6355
28: 12, 5880, 13, 6356
29: 12, 5880, 13, 6357
30: 12, 5904, 13, 6382
31: 12, 5904, 13, 6382
32: 12, 5904, 13, 6382
33: 12, 5916, 13, 6395
34: 12, 5916, 13, 6397
35: 12, 5916, 13, 6398
36: 12, 5928, 13, 6410
37: 12, 5928, 13, 6410
38: 12, 5928, 13, 6410
39: 12, 5940, 13, 6423
40: 12, 5940, 13, 6424
41: 12, 5940, 13, 6424
42: 12, 5940, 13, 6426
43: 12, 5940, 13, 6426
44: 12, 5940, 13, 6426
45: 12, 5940, 13, 6428
46: 12, 5940, 13, 6428
47: 12, 5940, 13, 6428
48: 12, 5952, 13, 6440
49: 12, 5952, 13, 6440
# sample: 3, rndSeed: 4
0: 0, 0, 0, 0
1: 0, 756, 0, 767
2: 0, 1668, 0, 1701
3: 0, 2688, 0, 2762
4: 0, 3444, 0, 3575
5: 0, 4056, 0, 4250
6: 0, 4452, 0, 4698
7: 0, 4848, 0, 5142
8: 0, 5100, 0, 5426
9: 0, 5256, 0, 5622
10: 0, 5316, 0, 5701
11: 0, 5400, 0, 5800
12: 0, 5472, 0, 5889
13: 0, 5604, 0, 6030
14: 0, 5652, 0, 6087
15: 0, 5676, 0, 6118
16: 12, 5748, 9, 6191
17: 12, 5772, 13, 6223
18: 12, 5772, 13, 6228
19: 12, 5784, 13, 6243
20: 12, 5832, 13, 6292
21: 12, 5844, 13, 6308
22: 12, 5856, 13, 6323
23: 12, 5868, 13, 6338
24: 12, 5868, 13, 6340
25: 12, 5868, 13, 6340
26: 12, 5916, 13, 6389
27: 12, 5916, 13, 6389
28: 12, 5916, 13, 6390
29: 12, 5916, 13, 6394
30: 12, 5928, 13, 6407
31: 12, 5952, 13, 6434
32: 12, 5964, 13, 6446
33: 12, 5964, 13, 6449
34: 12, 5964, 13, 6450
35: 12, 5964, 13, 6450
36: 12, 5964, 13, 6452
37: 12, 5964, 13, 6453
38: 12, 5964, 13, 6454
39: 12, 5964, 13, 6454
40: 12, 5964, 13, 6455
41: 12, 5964, 13, 6455
